1605900113, 2454.2, 67, 
1605900115, 2454.2, 68, 
1605900117, 2454.2, 69, 
1605900119, 685.5, 69, 
1605900121, 2548.0, 69, 
1605900123, 3001.7, 70, 
1605900134, 3113.0, 54, 
1605900136, 3113.0, 54, 
1605900138, 3113.0, 62, 
1605900140, 3113.0, 64, 
1605900142, 3113.0, 65, 
1605900144, 3113.0, 64, 
1605900146, 3113.0, 64, 
1605900148, 3113.0, 62, 
1605900150, 3113.0, 67, 
1605900152, 3652.5, 68, 
1605900154, 3653.9, 68, 
1605900156, 3653.8, 69, 
1605900168, 3652.7, 54, 
1605900170, 3652.7, 54, 
1605900172, 3652.7, 62, 
1605900174, 3652.7, 64, 
1605900176, 3652.7, 65, 
1605900178, 3652.7, 64, 
1605900180, 3652.7, 63, 
1605900182, 3652.7, 66, 
1605900184, 3669.1, 67, 
1605900186, 3665.0, 68, 
1605900188, 3661.2, 63, 
1605900199, 3661.2, 53, 
1605900201, 3661.2, 54, 
1605900203, 3661.2, 62, 
1605900205, 3661.2, 64, 
1605900207, 3661.2, 65, 
1605900209, 3661.2, 65, 
1605900211, 3661.2, 61, 
1605900213, 3661.2, 66, 
1605900215, 3661.2, 66, 
1605900217, 3661.2, 68, 
1605900219, 722.2, 69, 
1605900221, 2017.2, 69, 
1605900223, 2597.9, 69, 
1605900234, 2755.8, 53, 
1605900236, 2755.8, 54, 
1605900238, 2755.8, 62, 
1605900240, 2755.8, 64, 
1605900242, 2755.8, 65, 
1605900244, 2755.8, 65, 
1605900246, 2755.8, 64, 
1605900248, 2755.8, 62, 
1605900250, 2755.8, 67, 
1605900252, 2755.8, 68, 
1605900254, 2755.8, 68, 
1605900256, 722.2, 70, 
1605900258, 722.2, 69, 
1605900260, 720.4, 70, 
1605900262, 1061.1, 70, 
1605900264, 1644.1, 70, 
1605899631, 3677.8, 49, 
1605899633, 3677.8, 50, 
1605899635, 3677.8, 59, 
1605899637, 3677.8, 62, 
1605899639, 3677.8, 63, 
1605899641, 3677.8, 64, 
1605899643, 3677.8, 60, 
1605899645, 3677.8, 61, 
1605899647, 3677.8, 65, 
1605899649, 3677.8, 66, 
1605899651, 3669.1, 66, 
1605899653, 3670.4, 67, 
1605900275, 1847.0, 54, 
1605900277, 1847.0, 54, 
1605900279, 1847.0, 62, 
1605900281, 1847.0, 64, 
1605900283, 1847.0, 65, 
1605900285, 1847.0, 65, 
1605900287, 1847.0, 63, 
1605900289, 1847.0, 62, 
1605900291, 1847.0, 67, 
1605900293, 1847.0, 68, 
1605900295, 1847.0, 68, 
1605900297, 1847.0, 69, 
1605900299, 386.9, 70, 
1605900301, 386.9, 69, 
1605900303, 614.2, 70, 
1605900306, 1378.7, 70, 
1605900308, 1835.4, 64, 
1605900318, 1835.4, 54, 
1605900320, 1835.4, 54, 
1605900322, 1835.4, 62, 
1605900324, 1835.4, 64, 
1605900326, 1835.4, 65, 
1605900328, 1835.4, 65, 
1605900330, 1835.4, 61, 
1605900332, 1835.4, 65, 
1605900334, 1835.4, 67, 
1605900336, 3662.7, 68, 
1605900338, 3659.8, 68, 
1605900340, 3657.1, 69, 
1605900351, 3655.0, 53, 
1605900353, 3655.0, 54, 
1605900355, 3655.0, 62, 
1605900357, 3655.0, 64, 
1605900359, 3655.0, 65, 
1605900361, 3655.0, 64, 
1605900363, 3655.0, 63, 
1605900365, 3655.0, 66, 
1605900367, 3657.5, 67, 
1605900369, 3658.1, 68, 
1605900371, 3658.5, 63, 
1605900381, 3658.5, 53, 
1605900383, 3658.5, 53, 
1605900385, 3658.5, 62, 
1605900387, 3658.5, 64, 
1605900389, 3658.5, 65, 
1605900391, 3658.5, 65, 
1605900393, 3658.5, 63, 
1605900395, 3658.5, 62, 
1605900397, 3658.5, 67, 
1605900399, 3658.5, 68, 
1605900401, 684.6, 69, 
1605900403, 2549.1, 69, 
1605900405, 3004.6, 69, 
1605900417, 3115.7, 53, 
1605900419, 3115.7, 54, 
1605900421, 3115.7, 62, 
1605900423, 3115.7, 64, 
1605900425, 3115.7, 65, 
1605900427, 3115.7, 64, 
1605900429, 3115.7, 61, 
1605900431, 3115.7, 65, 
1605900433, 3115.7, 67, 
1605900435, 3657.3, 68, 
1605900437, 3657.3, 68, 
1605900439, 3656.3, 69, 
1605900450, 3656.7, 53, 
1605900452, 3656.7, 54, 
1605900454, 3656.7, 62, 
1605900456, 3656.7, 64, 
1605900458, 3656.7, 65, 
1605900460, 3656.7, 65, 
1605900462, 3656.7, 62, 
1605900464, 3656.7, 64, 
1605900466, 3656.7, 67, 
1605900468, 3656.7, 68, 
1605900470, 3656.7, 69, 
1605900472, 387.2, 70, 
1605900474, 387.2, 70, 
1605900476, 847.1, 70, 
1605900478, 1735.7, 70, 
1605900490, 2196.8, 54, 
1605900492, 2196.8, 54, 
1605900494, 2196.8, 62, 
1605900496, 2196.8, 64, 
1605900498, 2196.8, 65, 
1605900500, 2196.8, 64, 
1605900502, 2196.8, 62, 
1605900504, 2196.8, 64, 
1605900506, 2196.8, 67, 
1605900508, 2196.8, 68, 
1605900510, 3658.3, 69, 
1605900512, 3654.5, 69, 
1605900524, 3654.1, 53, 
1605900526, 3654.1, 54, 
1605900528, 3654.1, 62, 
1605900530, 3654.1, 64, 
1605900532, 3654.1, 65, 
1605900534, 3654.1, 65, 
1605900536, 3654.1, 64, 
1605900538, 3654.1, 62, 
1605900540, 3654.1, 67, 
1605900542, 1452.0, 68, 
1605900544, 2808.0, 68, 
1605900546, 3173.7, 69, 
1605900557, 3258.3, 53, 
1605900559, 3258.3, 54, 
1605900561, 3258.3, 62, 
1605900563, 3258.3, 64, 
1605900565, 3258.3, 65, 
1605900567, 3258.3, 65, 
1605900569, 3258.3, 63, 
1605900571, 3258.3, 62, 
1605900573, 3258.3, 66, 
1605900575, 3258.3, 69, 
1605900577, 724.3, 69, 
1605900579, 2600.5, 69, 
1605900581, 3038.3, 69, 
1605900592, 3144.6, 54, 
1605900594, 3144.6, 54, 
1605900596, 3144.6, 62, 
1605900598, 3144.6, 64, 
1605900600, 3144.6, 65, 
1605900602, 3144.6, 66, 
1605900604, 3144.6, 62, 
1605900606, 3144.6, 65, 
1605900608, 3674.9, 67, 
1605900610, 3658.6, 68, 
1605900612, 3659.4, 68, 
1605899665, 3668.6, 51, 
1605899667, 3668.6, 51, 
1605899669, 3668.6, 60, 
1605899671, 3668.6, 62, 
1605899673, 3668.6, 63, 
1605899675, 3668.6, 64, 
1605899677, 3668.6, 61, 
1605899679, 3668.6, 61, 
1605899681, 3668.6, 65, 
1605899683, 3660.9, 66, 
1605899685, 3666.2, 66, 
1605899687, 3665.4, 60, 
1605900623, 3659.1, 53, 
1605900625, 3659.1, 53, 
1605900628, 3659.1, 62, 
1605900630, 3659.1, 64, 
1605900632, 3659.1, 65, 
1605900634, 3659.1, 64, 
1605900636, 3659.1, 61, 
1605900638, 3659.1, 65, 
1605900640, 3659.7, 67, 
1605900642, 3659.3, 68, 
1605900644, 3657.7, 68, 
1605899697, 3665.4, 51, 
1605899699, 3665.4, 52, 
1605899702, 3665.4, 61, 
1605899704, 3665.4, 63, 
1605899706, 3665.4, 64, 
1605899708, 3665.4, 63, 
1605899710, 3665.4, 60, 
1605899712, 3665.4, 64, 
1605899714, 3665.4, 67, 
1605899716, 1461.4, 67, 
1605899718, 1921.9, 67, 
1605899720, 2811.6, 68, 
1605899722, 3098.6, 61, 
1605899732, 3098.6, 52, 
1605899734, 3098.6, 52, 
1605899736, 3098.6, 61, 
1605899738, 3098.6, 63, 
1605899740, 3098.6, 64, 
1605899742, 3098.6, 65, 
1605899744, 3098.6, 61, 
1605899746, 3098.6, 62, 
1605899748, 3098.6, 67, 
1605899750, 3098.6, 67, 
1605899752, 3098.6, 68, 
1605899754, 1918.8, 68, 
1605899756, 2517.5, 69, 
1605899758, 2982.7, 69, 
1605899769, 3096.6, 52, 
1605899771, 3096.6, 53, 
1605899773, 3096.6, 61, 
1605899775, 3096.6, 63, 
1605899777, 3096.6, 64, 
1605899779, 3096.6, 65, 
1605899781, 3096.6, 61, 
1605899783, 3096.6, 64, 
1605899785, 3096.6, 66, 
1605899787, 3096.6, 67, 
1605899789, 3096.6, 68, 
1605899791, 386.8, 69, 
1605899793, 386.8, 69, 
1605899795, 1604.6, 69, 
1605899797, 2230.0, 69, 
1605899808, 2418.2, 53, 
1605899810, 2418.2, 53, 
1605899812, 2418.2, 61, 
1605899814, 2418.2, 63, 
1605899816, 2418.2, 64, 
1605899818, 2418.2, 64, 
1605899820, 2418.2, 63, 
1605899822, 2418.2, 61, 
1605899824, 2418.2, 67, 
1605899826, 2418.2, 67, 
1605899828, 2418.2, 68, 
1605899830, 724.9, 70, 
1605899832, 2019.8, 68, 
1605899834, 2601.1, 69, 
1605899846, 2760.0, 53, 
1605899848, 2760.0, 53, 
1605899850, 2760.0, 62, 
1605899852, 2760.0, 64, 
1605899854, 2760.0, 65, 
1605899856, 2760.0, 65, 
1605899858, 2760.0, 63, 
1605899860, 2760.0, 62, 
1605899862, 2760.0, 66, 
1605899864, 2760.0, 67, 
1605899866, 723.5, 68, 
1605899868, 723.5, 69, 
1605899870, 1649.4, 69, 
1605899872, 2273.0, 69, 
1605899883, 2459.0, 53, 
1605899885, 2459.0, 53, 
1605899887, 2459.0, 62, 
1605899889, 2459.0, 64, 
1605899891, 2459.0, 65, 
1605899893, 2459.0, 66, 
1605899895, 2459.0, 62, 
1605899897, 2459.0, 62, 
1605899899, 2459.0, 66, 
1605899901, 3650.1, 67, 
1605899903, 3658.1, 68, 
1605899905, 3656.3, 69, 
