timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], clocks_throttle_reasons.gpu_idle, clocks_throttle_reasons.applications_clocks_setting, clocks_throttle_reasons.sw_power_cap, clocks_throttle_reasons.hw_slowdown
2020/11/21 07:05:06.808, 25.94 W, 210 MHz, 810 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:05:08.840, 22.65 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:05:10.879, 22.17 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:05:12.915, 36.81 W, 1755 MHz, 6800 MHz, 1755 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:14.945, 152.88 W, 1920 MHz, 6800 MHz, 1920 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:05:16.956, 127.99 W, 2025 MHz, 6800 MHz, 2025 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:18.959, 133.63 W, 2025 MHz, 6800 MHz, 2025 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:20.962, 133.55 W, 2025 MHz, 6800 MHz, 2025 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:22.966, 140.67 W, 1800 MHz, 6800 MHz, 1800 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:05:24.969, 165.02 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:26.973, 174.12 W, 1965 MHz, 6800 MHz, 1905 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:05:28.980, 129.24 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:30.986, 148.75 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:32.991, 133.33 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:34.994, 133.31 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:36.998, 165.04 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:39.001, 165.59 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:41.004, 191.43 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:05:43.009, 133.14 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:45.014, 135.36 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:47.017, 135.60 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:49.021, 135.81 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:51.024, 172.70 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:53.028, 170.61 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:05:55.031, 105.24 W, 2010 MHz, 6800 MHz, 2010 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:05:57.036, 195.94 W, 1980 MHz, 6800 MHz, 1980 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:05:59.040, 198.20 W, 1995 MHz, 6800 MHz, 1995 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:06:01.043, 196.94 W, 1995 MHz, 6800 MHz, 1995 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:06:03.047, 195.46 W, 1905 MHz, 6800 MHz, 1905 MHz, Not Active, Not Active, Active, Not Active
2020/11/21 07:06:05.051, 95.98 W, 2010 MHz, 7000 MHz, 2010 MHz, Not Active, Not Active, Not Active, Not Active
2020/11/21 07:06:07.058, 49.61 W, 705 MHz, 5000 MHz, 705 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:09.092, 34.67 W, 285 MHz, 5000 MHz, 285 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:11.129, 25.85 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:13.167, 22.46 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:15.204, 22.27 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:17.243, 21.98 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:19.282, 21.84 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:21.319, 21.57 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:23.357, 21.25 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:25.394, 21.25 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:27.432, 21.06 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:29.473, 21.25 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:31.511, 20.71 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:33.550, 20.78 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:35.588, 20.63 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:37.625, 21.38 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:39.663, 20.62 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:41.702, 21.07 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:43.740, 21.31 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:45.778, 20.57 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:47.816, 20.46 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:49.853, 20.95 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:51.893, 21.13 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:53.930, 20.55 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:55.968, 20.41 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:06:58.006, 20.55 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:00.044, 20.08 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:02.082, 20.00 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:04.120, 20.06 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:06.159, 20.20 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:08.197, 20.37 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:10.234, 20.18 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:12.272, 20.17 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:14.311, 20.26 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:16.349, 20.24 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:18.389, 20.56 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:20.426, 20.70 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:22.464, 20.41 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:24.506, 20.47 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:26.543, 20.25 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:28.582, 20.50 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:30.620, 20.53 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:32.659, 20.38 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:34.697, 20.26 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:36.735, 20.24 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:38.774, 20.36 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:40.812, 20.36 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:42.852, 20.23 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:44.890, 20.19 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:46.928, 20.51 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:48.967, 20.98 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:51.006, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:53.044, 20.63 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:55.083, 20.49 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:57.120, 20.69 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:07:59.158, 20.56 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:01.196, 20.67 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:03.235, 20.51 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:05.273, 20.51 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:07.312, 20.50 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:09.350, 20.45 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:11.395, 20.72 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:13.440, 20.48 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:15.487, 20.37 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:17.535, 20.49 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:19.573, 20.59 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:21.613, 20.71 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:23.653, 20.89 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:25.692, 20.98 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:27.732, 20.74 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:29.770, 20.89 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:31.808, 20.83 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:33.847, 20.92 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:35.887, 20.87 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:37.926, 20.84 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:39.963, 20.68 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:42.002, 20.64 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:44.040, 20.46 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:46.078, 20.56 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:48.115, 21.08 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:50.154, 20.91 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:52.192, 20.97 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:54.230, 20.81 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:56.270, 20.68 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:08:58.308, 20.63 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:00.346, 20.61 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:02.383, 20.57 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:04.423, 20.81 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:06.461, 20.75 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:08.502, 20.40 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:10.539, 20.68 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:12.577, 20.72 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:14.615, 20.60 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:16.655, 20.83 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:18.693, 20.70 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:20.732, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:22.771, 20.71 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:24.809, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:26.848, 20.67 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:28.887, 20.42 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:30.926, 20.66 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:32.964, 20.69 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:35.002, 20.67 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:37.040, 20.59 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:39.078, 20.39 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:41.116, 20.65 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:43.155, 20.48 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:45.194, 20.66 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:47.232, 20.67 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:49.272, 20.62 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:51.310, 20.70 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:53.349, 20.74 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:55.386, 20.51 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:57.424, 20.85 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:09:59.463, 20.91 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:01.502, 21.06 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:03.540, 20.68 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:05.579, 20.60 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:07.617, 20.55 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:09.655, 20.54 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:11.694, 20.89 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:13.732, 20.79 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:15.770, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:17.809, 20.59 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:19.848, 20.54 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:21.887, 20.52 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:23.926, 20.66 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:25.964, 20.73 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:28.002, 20.64 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:30.039, 20.83 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:32.078, 20.74 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:34.118, 20.77 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:36.156, 20.53 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:38.195, 20.56 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:40.234, 20.53 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:42.271, 20.53 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:44.313, 20.25 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:46.352, 20.46 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:48.391, 20.74 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:50.436, 20.68 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:52.476, 20.84 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:54.515, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:56.555, 20.69 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:10:58.592, 20.58 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:00.631, 20.74 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:02.670, 20.81 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:04.708, 20.69 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:06.748, 20.60 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:08.787, 20.62 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:10.826, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:12.865, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:14.903, 20.92 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:16.941, 21.04 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:18.979, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:21.019, 21.20 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:23.057, 20.92 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:25.095, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:27.135, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:29.173, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:31.211, 20.85 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:33.250, 20.91 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:35.287, 20.97 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:37.327, 20.67 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:39.365, 20.85 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:41.405, 20.88 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:43.443, 20.86 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:45.482, 20.78 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:47.520, 20.85 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:49.559, 20.94 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:51.598, 20.64 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:53.636, 20.95 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:55.675, 20.87 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:57.713, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:11:59.751, 20.59 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:01.791, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:03.829, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:05.867, 20.84 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:07.907, 20.87 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:09.945, 21.07 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:11.983, 20.74 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:14.021, 20.61 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:16.058, 20.46 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:18.094, 20.82 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:20.131, 20.86 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:22.167, 20.68 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:24.204, 20.70 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:26.242, 20.69 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:28.279, 20.63 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:30.315, 20.66 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:32.353, 20.80 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:34.390, 20.79 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:36.427, 20.65 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:38.464, 20.72 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:40.501, 20.73 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
2020/11/21 07:12:42.538, 20.49 W, 210 MHz, 405 MHz, 210 MHz, Active, Not Active, Not Active, Not Active
